State,County,Year,Unemployment,Median household income,Adult obesity,Poor mental health days,Premature death
MS,Jasper County,1/1/2014,0.101,31861,0.403,3.0,10206.0
MS,Jasper County,1/1/2015,0.097,33606,0.396,3.0,11241.0
MS,Jefferson County,1/1/2014,0.144,24437,0.448,3.3,12831.0
MS,Jefferson County,1/1/2015,0.164,26401,0.444,3.3,15696.0
MS,Jefferson Davis County,1/1/2014,0.115,27098,0.369,5.2,11820.0
MS,Jefferson Davis County,1/1/2015,0.112,27754,0.369,5.2,12293.0
MS,Jones County,1/1/2014,0.07,35322,0.368,4.3,10232.0
MS,Jones County,1/1/2015,0.065,36204,0.36,4.3,9646.0
MS,Kemper County,1/1/2014,0.127,29162,0.36,3.9,9016.0
MS,Kemper County,1/1/2015,0.123,30849,0.36,3.9,8351.0
MS,Lafayette County,1/1/2014,0.073,40696,0.33,3.7,7708.0
MS,Lafayette County,1/1/2015,0.067,40749,0.347,3.7,7402.0
MS,Lamar County,1/1/2014,0.069,48057,0.336,3.7,6825.0
MS,Lamar County,1/1/2015,0.062,51337,0.336,3.7,7217.0
MS,Lauderdale County,1/1/2014,0.094,35874,0.367,4.1,9803.0
MS,Lauderdale County,1/1/2015,0.087,35038,0.351,4.1,9984.0
MS,Lawrence County,1/1/2014,0.105,35342,0.378,3.8,13881.0
MS,Lawrence County,1/1/2015,0.094,36317,0.382,3.8,11353.0
MS,Leake County,1/1/2014,0.107,30062,0.359,4.4,11747.0
MS,Leake County,1/1/2015,0.098,34099,0.371,4.4,10008.0
MS,Lee County,1/1/2014,0.087,41371,0.301,3.8,9655.0
MS,Lee County,1/1/2015,0.082,43221,0.319,3.8,9410.0
MS,Leflore County,1/1/2014,0.126,25075,0.406,3.9,13033.0
MS,Leflore County,1/1/2015,0.127,24704,0.43,3.9,11908.0
MS,Lincoln County,1/1/2014,0.093,35653,0.366,4.0,10897.0
MS,Lincoln County,1/1/2015,0.083,33632,0.365,4.0,10694.0
MS,Lowndes County,1/1/2014,0.096,36626,0.363,3.9,9291.0
MS,Lowndes County,1/1/2015,0.096,38839,0.362,3.9,8138.0
MS,Madison County,1/1/2014,0.065,60387,0.316,2.7,8633.0
MS,Madison County,1/1/2015,0.063,64657,0.3,2.7,8047.0
MS,Marion County,1/1/2014,0.105,31334,0.371,4.8,13953.0
MS,Marion County,1/1/2015,0.095,32628,0.379,4.8,15055.0
MS,Marshall County,1/1/2014,0.117,33423,0.386,3.7,10768.0
MS,Marshall County,1/1/2015,0.104,36728,0.4,3.7,11132.0
MS,Monroe County,1/1/2014,0.114,36089,0.344,5.3,8765.0
MS,Monroe County,1/1/2015,0.121,36264,0.325,5.3,9834.0
MS,Montgomery County,1/1/2014,0.119,29863,0.363,3.0,14786.0
MS,Montgomery County,1/1/2015,0.114,30128,0.392,3.0,14527.0
MS,Neshoba County,1/1/2014,0.074,34881,0.355,3.5,12271.0
MS,Neshoba County,1/1/2015,0.068,34719,0.361,3.5,13685.0
MS,Newton County,1/1/2014,0.082,33333,0.317,4.9,10181.0
MS,Newton County,1/1/2015,0.076,36904,0.298,4.9,10380.0
MS,Noxubee County,1/1/2014,0.153,26021,0.436,3.5,9124.0
MS,Noxubee County,1/1/2015,0.155,26459,0.431,3.5,9907.0
MS,Oktibbeha County,1/1/2014,0.092,32132,0.315,3.3,8274.0
MS,Oktibbeha County,1/1/2015,0.086,33594,0.331,3.3,7681.0
MS,Panola County,1/1/2014,0.115,33489,0.36,4.4,11941.0
MS,Panola County,1/1/2015,0.111,33129,0.358,4.4,12717.0
MS,Pearl River County,1/1/2014,0.094,36001,0.33,5.2,10870.0
MS,Pearl River County,1/1/2015,0.085,41706,0.329,5.2,10525.0
MS,Perry County,1/1/2014,0.098,33667,0.325,3.9,13298.0
MS,Perry County,1/1/2015,0.091,34771,0.361,3.9,12204.0
MS,Pike County,1/1/2014,0.108,32196,0.378,5.1,13090.0
MS,Pike County,1/1/2015,0.1,30835,0.387,5.1,13169.0
MS,Pontotoc County,1/1/2014,0.08,39710,0.363,4.8,7623.0
MS,Pontotoc County,1/1/2015,0.079,40245,0.338,4.8,8289.0
MS,Prentiss County,1/1/2014,0.093,33705,0.331,4.6,9867.0
MS,Prentiss County,1/1/2015,0.091,34219,0.305,4.6,11354.0
MS,Quitman County,1/1/2014,0.127,24117,0.407,4.2,17823.0
MS,Quitman County,1/1/2015,0.133,26100,0.41,4.2,14296.0
MS,Rankin County,1/1/2014,0.057,56101,0.34,3.5,8004.0
MS,Rankin County,1/1/2015,0.051,55838,0.324,3.5,7899.0
MS,Scott County,1/1/2014,0.075,32989,0.389,4.4,12764.0
MS,Scott County,1/1/2015,0.064,31850,0.358,4.4,10682.0
MS,Simpson County,1/1/2014,0.081,34538,0.36,3.7,12558.0
MS,Simpson County,1/1/2015,0.073,35039,0.384,3.7,11943.0
MS,Smith County,1/1/2014,0.086,34678,0.336,4.1,10057.0
MS,Smith County,1/1/2015,0.079,36581,0.344,4.1,10258.0
MS,Stone County,1/1/2014,0.089,41097,0.322,4.1,9783.0
MS,Stone County,1/1/2015,0.076,40294,0.299,4.1,9834.0
MS,Sunflower County,1/1/2014,0.146,25272,0.439,3.6,14382.0
MS,Sunflower County,1/1/2015,0.139,28562,0.417,3.6,13371.0
MS,Tallahatchie County,1/1/2014,0.114,27121,0.389,6.4,10638.0
MS,Tallahatchie County,1/1/2015,0.113,29780,0.405,6.4,11510.0
MS,Tate County,1/1/2014,0.097,40811,0.35,4.9,11029.0
MS,Tate County,1/1/2015,0.089,40624,0.346,4.9,9912.0
MS,Tippah County,1/1/2014,0.109,34142,0.345,5.8,10317.0
MS,Tippah County,1/1/2015,0.105,35908,0.352,5.8,10201.0
MS,Tishomingo County,1/1/2014,0.106,34223,0.297,5.1,10643.0
MS,Tishomingo County,1/1/2015,0.095,35891,0.347,5.1,11228.0
MS,Tunica County,1/1/2014,0.151,30200,0.407,3.4,14327.0
MS,Tunica County,1/1/2015,0.145,30033,0.412,3.4,14033.0
MS,Union County,1/1/2014,0.084,40337,0.338,3.6,8366.0
MS,Union County,1/1/2015,0.074,40148,0.337,3.6,8463.0
MS,Walthall County,1/1/2014,0.114,28920,0.393,3.8,14068.0
MS,Walthall County,1/1/2015,0.108,30289,0.394,3.8,11391.0
MS,Warren County,1/1/2014,0.102,38911,0.398,4.1,11196.0
MS,Warren County,1/1/2015,0.098,41883,0.369,4.1,10571.0
MS,Washington County,1/1/2014,0.141,28444,0.4,3.6,14162.0
MS,Washington County,1/1/2015,0.138,28948,0.396,3.6,14180.0
MS,Wayne County,1/1/2014,0.112,33140,0.366,4.3,10656.0
MS,Wayne County,1/1/2015,0.108,31688,0.376,4.3,11885.0
MS,Webster County,1/1/2014,0.118,35278,0.353,5.1,12737.0
MS,Webster County,1/1/2015,0.121,34930,0.361,5.1,10009.0
MS,Wilkinson County,1/1/2014,0.112,26894,0.424,4.0,13801.0
MS,Wilkinson County,1/1/2015,0.111,26373,0.399,4.0,12276.0
MS,Winston County,1/1/2014,0.124,32128,0.357,4.8,12168.0
MS,Winston County,1/1/2015,0.118,30961,0.354,4.8,10672.0
MS,Yalobusha County,1/1/2014,0.096,32164,0.381,4.9,12550.0
MS,Yalobusha County,1/1/2015,0.093,32660,0.352,4.9,13876.0
MS,Yazoo County,1/1/2014,0.114,28499,0.383,3.6,9824.0
MS,Yazoo County,1/1/2015,0.109,28757,0.423,3.6,9742.0
MT,Beaverhead County,1/1/2014,0.052,38381,0.246,3.0,6265.0
MT,Beaverhead County,1/1/2015,0.045,40054,0.245,3.0,5250.0
MT,Big Horn County,1/1/2014,0.128,36322,0.353,3.2,14362.0
MT,Big Horn County,1/1/2015,0.153,38026,0.366,3.2,15636.0
MT,Blaine County,1/1/2014,0.056,36250,0.335,3.2,14253.0
MT,Blaine County,1/1/2015,0.057,35215,0.328,3.2,12727.0
MT,Broadwater County,1/1/2014,0.082,45833,0.295,2.2,5359.0
MT,Broadwater County,1/1/2015,0.072,46246,0.301,2.2,8053.0
MT,Carbon County,1/1/2014,0.047,43641,0.254,2.2,9348.0
MT,Carbon County,1/1/2015,0.047,46413,0.249,2.2,7862.0
MT,Cascade County,1/1/2014,0.054,42192,0.268,3.6,7301.0
MT,Cascade County,1/1/2015,0.051,43674,0.289,3.6,7576.0
MT,Chouteau County,1/1/2014,0.04,39833,0.291,2.6,8553.0
MT,Chouteau County,1/1/2015,0.04,41177,0.281,2.6,7636.0
MT,Custer County,1/1/2014,0.037,41059,0.242,2.7,10136.0
MT,Custer County,1/1/2015,0.037,43958,0.268,2.7,10391.0
MT,Dawson County,1/1/2014,0.035,47120,0.266,2.6,9367.0
MT,Dawson County,1/1/2015,0.035,50650,0.271,2.6,9019.0
MT,Deer Lodge County,1/1/2014,0.074,36125,0.274,5.2,9092.0
MT,Deer Lodge County,1/1/2015,0.069,37542,0.277,5.2,8621.0
MT,Fergus County,1/1/2014,0.053,40114,0.247,2.3,7645.0
MT,Fergus County,1/1/2015,0.051,41111,0.252,2.3,7231.0
MT,Flathead County,1/1/2014,0.09,45742,0.21,3.4,6378.0
MT,Flathead County,1/1/2015,0.079,46885,0.211,3.4,6000.0
MT,Gallatin County,1/1/2014,0.053,51394,0.175,2.4,4743.0
MT,Gallatin County,1/1/2015,0.044,56680,0.169,2.4,4621.0
MT,Glacier County,1/1/2014,0.102,34508,0.315,4.6,13394.0
MT,Glacier County,1/1/2015,0.109,33648,0.317,4.6,14667.0
MT,Hill County,1/1/2014,0.055,41194,0.327,3.7,9406.0
MT,Hill County,1/1/2015,0.065,43244,0.332,3.7,8001.0
MT,Jefferson County,1/1/2014,0.052,59105,0.201,3.0,7833.0
MT,Jefferson County,1/1/2015,0.051,59001,0.207,3.0,6636.0
MT,Lake County,1/1/2014,0.089,33021,0.273,4.0,8685.0
MT,Lake County,1/1/2015,0.079,39219,0.267,4.0,8341.0
MT,Lewis and Clark County,1/1/2014,0.049,54096,0.238,3.0,6955.0
MT,Lewis and Clark County,1/1/2015,0.046,53982,0.23,3.0,6405.0
MT,Lincoln County,1/1/2014,0.135,34764,0.262,3.8,8462.0
MT,Lincoln County,1/1/2015,0.145,34926,0.295,3.8,8530.0
MT,Madison County,1/1/2014,0.06,41367,0.227,2.8,5313.0
MT,Madison County,1/1/2015,0.053,44046,0.208,2.8,6716.0
MT,Mineral County,1/1/2014,0.101,33935,0.297,3.9,11949.0
MT,Mineral County,1/1/2015,0.098,36169,0.285,3.9,7321.0
MT,Missoula County,1/1/2014,0.059,44320,0.205,3.5,6089.0
MT,Missoula County,1/1/2015,0.053,45895,0.211,3.5,5883.0
MT,Musselshell County,1/1/2014,0.053,39474,0.24,2.7,6926.0
MT,Musselshell County,1/1/2015,0.052,39403,0.234,2.7,8446.0
MT,Park County,1/1/2014,0.064,40399,0.227,3.1,6237.0
MT,Park County,1/1/2015,0.059,42439,0.232,3.1,7594.0
MT,Phillips County,1/1/2014,0.057,38913,0.266,3.1,6614.0
MT,Phillips County,1/1/2015,0.058,40202,0.27,3.1,6593.0
MT,Pondera County,1/1/2014,0.056,37441,0.29,2.9,6882.0
MT,Pondera County,1/1/2015,0.057,40694,0.285,2.9,5981.0
MT,Powell County,1/1/2014,0.078,37323,0.252,3.8,8099.0
MT,Powell County,1/1/2015,0.071,39820,0.244,3.8,8470.0
MT,Ravalli County,1/1/2014,0.08,38445,0.209,3.1,7085.0
MT,Ravalli County,1/1/2015,0.074,39487,0.205,3.1,5877.0
MT,Richland County,1/1/2014,0.027,56492,0.309,2.8,8584.0
MT,Richland County,1/1/2015,0.026,64171,0.297,2.8,8409.0
MT,Roosevelt County,1/1/2014,0.074,34278,0.358,3.0,19937.0
MT,Roosevelt County,1/1/2015,0.065,34291,0.365,3.0,19463.0
MT,Rosebud County,1/1/2014,0.072,49212,0.327,3.3,13472.0
MT,Rosebud County,1/1/2015,0.071,50597,0.323,3.3,10748.0
MT,Sanders County,1/1/2014,0.132,33598,0.266,2.6,9468.0
MT,Sanders County,1/1/2015,0.126,34847,0.279,2.6,9676.0
MT,Sheridan County,1/1/2014,0.03,47842,0.275,3.4,9378.0
MT,Sheridan County,1/1/2015,0.031,50292,0.303,3.4,13124.0
MT,Silver Bow County,1/1/2014,0.058,39835,0.274,4.1,9063.0
MT,Silver Bow County,1/1/2015,0.055,40691,0.266,4.1,8681.0
MT,Stillwater County,1/1/2014,0.049,54994,0.252,2.9,6742.0
MT,Stillwater County,1/1/2015,0.046,58109,0.236,2.9,6092.0
MT,Sweet Grass County,1/1/2015,0.027,43146,0.217,3.3,8192.0
MT,Teton County,1/1/2014,0.048,41236,0.242,2.9,9156.0
MT,Teton County,1/1/2015,0.043,43828,0.261,2.9,6212.0
MT,Toole County,1/1/2014,0.043,42057,0.287,2.4,4776.0
MT,Toole County,1/1/2015,0.042,44252,0.285,2.4,4316.0
MT,Valley County,1/1/2014,0.044,41694,0.274,3.2,7639.0
MT,Valley County,1/1/2015,0.042,45747,0.291,3.2,8337.0
MT,Yellowstone County,1/1/2014,0.044,49405,0.271,3.5,7032.0
MT,Yellowstone County,1/1/2015,0.043,52079,0.257,3.5,7322.0
NC,Alamance County,1/1/2014,0.094,41394,0.341,3.6,7123.0
NC,Alamance County,1/1/2015,0.08,43001,0.332,3.6,7291.0
NC,Alexander County,1/1/2014,0.101,39655,0.272,4.6,7974.0
NC,Alexander County,1/1/2015,0.078,46064,0.283,4.6,8079.0
NC,Alleghany County,1/1/2014,0.106,34046,0.247,4.4,8817.0
NC,Alleghany County,1/1/2015,0.089,37086,0.235,4.4,7324.0
NC,Ashe County,1/1/2014,0.115,34080,0.225,3.5,7521.0
NC,Ashe County,1/1/2015,0.102,35155,0.243,3.5,7900.0
NC,Avery County,1/1/2014,0.112,34727,0.289,2.7,6812.0
NC,Avery County,1/1/2015,0.093,34933,0.257,2.7,7146.0
NC,Beaufort County,1/1/2014,0.109,38256,0.343,2.4,9400.0
NC,Beaufort County,1/1/2015,0.097,39043,0.319,2.4,8962.0
NC,Bertie County,1/1/2014,0.121,30414,0.35,2.3,11207.0
NC,Bertie County,1/1/2015,0.109,31610,0.352,2.3,8814.0
NC,Bladen County,1/1/2014,0.124,32766,0.361,4.2,11030.0
NC,Bladen County,1/1/2015,0.112,33971,0.357,4.2,9807.0
NC,Brunswick County,1/1/2014,0.106,48624,0.295,3.5,8349.0
NC,Brunswick County,1/1/2015,0.088,47799,0.291,3.5,8131.0
NC,Buncombe County,1/1/2014,0.075,43146,0.236,3.8,7026.0
NC,Buncombe County,1/1/2015,0.061,45738,0.236,3.8,6737.0
NC,Burke County,1/1/2014,0.108,38581,0.288,4.8,9240.0
NC,Burke County,1/1/2015,0.089,36150,0.31,4.8,8425.0
NC,Cabarrus County,1/1/2014,0.088,55531,0.309,3.2,6556.0
NC,Cabarrus County,1/1/2015,0.074,55046,0.293,3.2,6053.0
NC,Caldwell County,1/1/2014,0.114,35127,0.295,3.8,8966.0
NC,Caldwell County,1/1/2015,0.091,34811,0.293,3.8,9239.0
NC,Camden County,1/1/2014,0.078,53563,0.302,2.2,5064.0
NC,Camden County,1/1/2015,0.076,60537,0.313,2.2,6664.0
NC,Carteret County,1/1/2014,0.086,48930,0.29,3.4,8072.0
NC,Carteret County,1/1/2015,0.074,46227,0.281,3.4,7985.0
NC,Caswell County,1/1/2014,0.097,39615,0.325,4.6,7738.0
NC,Caswell County,1/1/2015,0.082,37122,0.339,4.6,9328.0
NC,Catawba County,1/1/2014,0.11,42080,0.284,3.7,8388.0
NC,Catawba County,1/1/2015,0.09,43777,0.285,3.7,8035.0
NC,Chatham County,1/1/2014,0.074,55371,0.257,3.6,5967.0
NC,Chatham County,1/1/2015,0.055,56981,0.256,3.6,5729.0
NC,Cherokee County,1/1/2014,0.128,31370,0.275,3.1,8521.0
NC,Cherokee County,1/1/2015,0.106,34476,0.289,3.1,9921.0
NC,Chowan County,1/1/2014,0.104,37458,0.3,3.8,7213.0
NC,Chowan County,1/1/2015,0.095,39143,0.316,3.8,7493.0
NC,Clay County,1/1/2014,0.096,36871,0.258,5.2,9463.0
NC,Clay County,1/1/2015,0.08,37078,0.264,5.2,8462.0
NC,Cleveland County,1/1/2014,0.104,38265,0.302,5.0,9594.0
NC,Cleveland County,1/1/2015,0.089,40528,0.292,5.0,9767.0
NC,Columbus County,1/1/2014,0.126,33765,0.321,4.5,12108.0
NC,Columbus County,1/1/2015,0.103,35026,0.315,4.5,11337.0
NC,Craven County,1/1/2014,0.097,47087,0.319,3.2,7777.0
NC,Craven County,1/1/2015,0.09,45022,0.304,3.2,7461.0
NC,Cumberland County,1/1/2014,0.103,45110,0.338,4.0,8956.0
NC,Cumberland County,1/1/2015,0.09,44038,0.311,4.0,8995.0
NC,Dare County,1/1/2014,0.113,51900,0.281,4.1,5869.0
NC,Dare County,1/1/2015,0.098,52083,0.278,4.1,6432.0
NC,Davidson County,1/1/2014,0.102,43824,0.29,4.4,7932.0
NC,Davidson County,1/1/2015,0.084,40424,0.299,4.4,7920.0
NC,Davie County,1/1/2014,0.087,49984,0.281,2.9,6014.0
NC,Davie County,1/1/2015,0.075,49708,0.265,2.9,6530.0
NC,Duplin County,1/1/2014,0.097,36075,0.361,2.5,8311.0
NC,Duplin County,1/1/2015,0.086,38106,0.34,2.5,7465.0
NC,Durham County,1/1/2014,0.076,50889,0.294,2.9,6979.0
NC,Durham County,1/1/2015,0.064,52331,0.288,2.9,6476.0
NC,Edgecombe County,1/1/2014,0.147,32002,0.37,2.1,10009.0
NC,Edgecombe County,1/1/2015,0.134,33080,0.397,2.1,9873.0
NC,Forsyth County,1/1/2014,0.09,43049,0.26,3.0,7332.0
NC,Forsyth County,1/1/2015,0.075,46163,0.259,3.0,7218.0
NC,Franklin County,1/1/2014,0.09,42346,0.334,4.4,7673.0
NC,Franklin County,1/1/2015,0.074,39312,0.325,4.4,7607.0
NC,Gaston County,1/1/2014,0.106,41614,0.273,4.5,9282.0
NC,Gaston County,1/1/2015,0.088,42461,0.312,4.5,8906.0
NC,Gates County,1/1/2014,0.073,44273,0.328,4.0,9113.0
NC,Gates County,1/1/2015,0.073,48194,0.343,4.0,8077.0
NC,Graham County,1/1/2014,0.168,32883,0.295,3.7,9226.0
NC,Graham County,1/1/2015,0.141,33553,0.295,3.7,12294.0
NC,Granville County,1/1/2014,0.096,46303,0.302,3.9,7765.0
NC,Granville County,1/1/2015,0.084,48680,0.333,3.9,6909.0
NC,Greene County,1/1/2014,0.095,35050,0.318,2.0,7531.0
NC,Greene County,1/1/2015,0.085,39481,0.331,2.0,6891.0
NC,Guilford County,1/1/2014,0.098,43299,0.274,3.1,6974.0
NC,Guilford County,1/1/2015,0.083,46093,0.282,3.1,6628.0
NC,Halifax County,1/1/2014,0.132,31253,0.379,4.3,10941.0
NC,Halifax County,1/1/2015,0.115,32597,0.392,4.3,10903.0
NC,Harnett County,1/1/2014,0.108,44998,0.331,3.5,8643.0
NC,Harnett County,1/1/2015,0.092,45257,0.31,3.5,7918.0
NC,Haywood County,1/1/2014,0.087,40022,0.259,4.8,7745.0
NC,Haywood County,1/1/2015,0.072,39320,0.239,4.8,7698.0
NC,Henderson County,1/1/2014,0.073,45168,0.219,3.5,6873.0
NC,Henderson County,1/1/2015,0.06,44561,0.218,3.5,6755.0
NC,Hertford County,1/1/2014,0.104,31861,0.341,2.7,8977.0
NC,Hertford County,1/1/2015,0.094,33616,0.334,2.7,8394.0
NC,Hoke County,1/1/2014,0.094,44717,0.331,3.1,7797.0
NC,Hoke County,1/1/2015,0.083,43987,0.344,3.1,8009.0
NC,Iredell County,1/1/2014,0.097,49666,0.279,3.0,7198.0
NC,Iredell County,1/1/2015,0.08,49983,0.283,3.0,7055.0
NC,Jackson County,1/1/2014,0.092,37049,0.328,3.9,7283.0
NC,Jackson County,1/1/2015,0.074,40511,0.323,3.9,7236.0
NC,Johnston County,1/1/2014,0.084,48773,0.334,3.7,7341.0
NC,Johnston County,1/1/2015,0.069,50904,0.343,3.7,7499.0
NC,Jones County,1/1/2014,0.105,35159,0.341,6.2,8375.0
NC,Jones County,1/1/2015,0.084,39602,0.343,6.2,10038.0
NC,Lee County,1/1/2014,0.118,43424,0.292,4.0,8413.0
NC,Lee County,1/1/2015,0.103,48061,0.292,4.0,8793.0
NC,Lenoir County,1/1/2014,0.1,35634,0.342,4.7,10935.0
NC,Lenoir County,1/1/2015,0.088,34127,0.353,4.7,9927.0
NC,Lincoln County,1/1/2014,0.101,47799,0.279,3.3,7758.0
NC,Lincoln County,1/1/2015,0.083,50537,0.286,3.3,7146.0
NC,Macon County,1/1/2014,0.107,36438,0.245,3.9,7125.0
NC,Macon County,1/1/2015,0.09,37219,0.242,3.9,8727.0
NC,McDowell County,1/1/2014,0.111,36584,0.338,4.5,7946.0
NC,McDowell County,1/1/2015,0.091,36840,0.313,4.5,7834.0
NC,Mecklenburg County,1/1/2014,0.094,55392,0.255,3.2,6039.0
NC,Mecklenburg County,1/1/2015,0.08,54657,0.244,3.2,5594.0
NC,Mitchell County,1/1/2014,0.118,36210,0.291,4.7,8311.0
NC,Mitchell County,1/1/2015,0.106,38303,0.304,4.7,7766.0
NC,Montgomery County,1/1/2014,0.113,35272,0.313,2.1,8828.0
NC,Montgomery County,1/1/2015,0.088,35613,0.33,2.1,9352.0
NC,Moore County,1/1/2014,0.088,49670,0.285,3.1,6997.0
NC,Moore County,1/1/2015,0.077,50169,0.278,3.1,7025.0
NC,Nash County,1/1/2014,0.12,40937,0.333,3.1,9178.0
NC,Nash County,1/1/2015,0.109,41575,0.319,3.1,8879.0
NC,New Hanover County,1/1/2014,0.092,50890,0.255,3.4,6525.0
NC,New Hanover County,1/1/2015,0.078,48651,0.25,3.4,6209.0
NC,Northampton County,1/1/2014,0.11,31217,0.307,3.6,10148.0
NC,Northampton County,1/1/2015,0.096,31732,0.356,3.6,10052.0
NC,Onslow County,1/1/2014,0.087,44263,0.278,3.8,7303.0
NC,Onslow County,1/1/2015,0.076,45213,0.275,3.8,7122.0
NC,Orange County,1/1/2014,0.062,53026,0.208,3.1,5063.0
NC,Orange County,1/1/2015,0.053,59472,0.213,3.1,4569.0
NC,Pasquotank County,1/1/2014,0.106,43935,0.326,3.3,8052.0
NC,Pasquotank County,1/1/2015,0.101,40094,0.345,3.3,7662.0
NC,Pender County,1/1/2014,0.108,43318,0.292,2.7,8143.0
NC,Pender County,1/1/2015,0.091,44949,0.269,2.7,7791.0
NC,Perquimans County,1/1/2014,0.098,42494,0.319,2.0,8837.0
NC,Perquimans County,1/1/2015,0.092,42504,0.338,2.0,8813.0
NC,Person County,1/1/2014,0.097,42546,0.326,2.8,8370.0
NC,Person County,1/1/2015,0.088,42091,0.333,2.8,7850.0
NC,Pitt County,1/1/2014,0.093,39343,0.357,3.2,7946.0
NC,Pitt County,1/1/2015,0.081,40940,0.371,3.2,7610.0
NC,Polk County,1/1/2014,0.076,41719,0.23,3.9,7460.0
NC,Polk County,1/1/2015,0.058,43665,0.251,3.9,6747.0
NC,Randolph County,1/1/2014,0.096,41815,0.287,3.7,7925.0
NC,Randolph County,1/1/2015,0.082,40896,0.298,3.7,7771.0
NC,Richmond County,1/1/2014,0.128,30726,0.305,5.7,10344.0
NC,Richmond County,1/1/2015,0.108,32825,0.349,5.7,10599.0
NC,Robeson County,1/1/2014,0.13,29965,0.407,3.7,11614.0
NC,Robeson County,1/1/2015,0.113,30248,0.395,3.7,11259.0
NC,Rockingham County,1/1/2014,0.113,37577,0.324,4.0,9229.0
NC,Rockingham County,1/1/2015,0.094,40446,0.342,4.0,9155.0
NC,Rowan County,1/1/2014,0.099,40400,0.331,4.2,8483.0
NC,Rowan County,1/1/2015,0.083,41475,0.34,4.2,9034.0
NC,Rutherford County,1/1/2014,0.133,34193,0.3,4.8,8593.0
NC,Rutherford County,1/1/2015,0.111,35544,0.273,4.8,8369.0
NC,Sampson County,1/1/2014,0.086,37420,0.367,2.3,10349.0
NC,Sampson County,1/1/2015,0.074,35890,0.364,2.3,9385.0
NC,Scotland County,1/1/2014,0.169,31704,0.364,4.3,11100.0
NC,Scotland County,1/1/2015,0.146,32314,0.357,4.3,11011.0
NC,Stanly County,1/1/2014,0.096,42816,0.266,5.5,7933.0
NC,Stanly County,1/1/2015,0.078,42801,0.286,5.5,7824.0
NC,Stokes County,1/1/2014,0.089,42272,0.256,5.3,8566.0
NC,Stokes County,1/1/2015,0.073,44552,0.314,5.3,8181.0
NC,Surry County,1/1/2014,0.101,36934,0.307,3.5,8779.0
NC,Surry County,1/1/2015,0.086,36221,0.313,3.5,8092.0
NC,Swain County,1/1/2014,0.138,36280,0.339,3.6,13578.0
NC,Swain County,1/1/2015,0.114,34552,0.33,3.6,13560.0
NC,Transylvania County,1/1/2014,0.096,40642,0.237,3.2,7252.0
NC,Transylvania County,1/1/2015,0.081,40578,0.241,3.2,6363.0
NC,Union County,1/1/2014,0.082,61260,0.274,2.9,5752.0
NC,Union County,1/1/2015,0.069,63912,0.268,2.9,5213.0
NC,Vance County,1/1/2014,0.132,34371,0.33,3.1,10953.0
NC,Vance County,1/1/2015,0.11,35565,0.354,3.1,11130.0
NC,Wake County,1/1/2014,0.075,64107,0.248,2.6,4954.0
NC,Wake County,1/1/2015,0.062,65433,0.253,2.6,4775.0
NC,Warren County,1/1/2014,0.123,33068,0.348,3.9,8576.0
NC,Warren County,1/1/2015,0.106,33767,0.363,3.9,7925.0
NC,Washington County,1/1/2014,0.122,32545,0.33,2.7,7919.0
NC,Washington County,1/1/2015,0.098,31596,0.338,2.7,7107.0
NC,Watauga County,1/1/2014,0.083,38563,0.275,3.2,5173.0
NC,Watauga County,1/1/2015,0.072,38380,0.253,3.2,5006.0
NC,Wayne County,1/1/2014,0.089,38776,0.341,3.5,9197.0
NC,Wayne County,1/1/2015,0.08,41526,0.321,3.5,8763.0
NC,Wilkes County,1/1/2014,0.108,35362,0.293,4.4,9057.0
NC,Wilkes County,1/1/2015,0.093,35895,0.293,4.4,8673.0
NC,Wilson County,1/1/2014,0.125,37440,0.349,3.1,8490.0
NC,Wilson County,1/1/2015,0.112,40772,0.373,3.1,8028.0
NC,Yadkin County,1/1/2014,0.089,40012,0.297,4.6,7893.0
NC,Yadkin County,1/1/2015,0.071,40998,0.301,4.6,7258.0
NC,Yancey County,1/1/2014,0.111,36019,0.287,4.1,6872.0
NC,Yancey County,1/1/2015,0.098,35866,0.271,4.1,8917.0
ND,Barnes County,1/1/2014,0.034,50820,0.27,2.2,6499.0
ND,Barnes County,1/1/2015,0.031,52035,0.279,2.2,7246.0
ND,Benson County,1/1/2014,0.068,36435,0.355,2.8,20202.0
ND,Benson County,1/1/2015,0.072,42326,0.328,2.8,20333.0
ND,Bottineau County,1/1/2014,0.03,50756,0.313,2.2,6795.0
ND,Bottineau County,1/1/2015,0.035,61279,0.304,2.2,5378.0
ND,Bowman County,1/1/2014,0.018,56238,0.315,1.5,6381.0
ND,Bowman County,1/1/2015,0.02,60429,0.307,1.5,7651.0
ND,Burleigh County,1/1/2014,0.027,62104,0.267,2.4,5473.0
ND,Burleigh County,1/1/2015,0.024,63503,0.28,2.4,5438.0
ND,Cass County,1/1/2014,0.033,51995,0.27,2.4,5251.0
ND,Cass County,1/1/2015,0.03,53077,0.266,2.4,5153.0
ND,Cavalier County,1/1/2015,0.036,53577,0.278,2.1,6655.0
ND,Dickey County,1/1/2014,0.029,50978,0.297,2.5,3592.0
ND,Dickey County,1/1/2015,0.024,52414,0.337,2.5,5274.0
ND,Dunn County,1/1/2015,0.013,69914,0.285,2.7,13114.0
ND,Eddy County,1/1/2014,0.052,42908,0.291,2.5,8539.0
ND,Emmons County,1/1/2014,0.059,42018,0.326,2.6,7473.0
ND,Emmons County,1/1/2015,0.057,43438,0.306,2.6,7250.0
