State,County,Year,Unemployment,Median household income,Adult obesity,Poor mental health days,Premature death
UT,Tooele County,1/1/2015,0.052,59400,0.292,3.4,6645.0
UT,Uintah County,1/1/2014,0.039,60419,0.298,3.4,8412.0
UT,Uintah County,1/1/2015,0.036,62028,0.285,3.4,8092.0
UT,Utah County,1/1/2014,0.055,58167,0.235,3.1,4855.0
UT,Utah County,1/1/2015,0.043,60069,0.238,3.1,4961.0
UT,Wasatch County,1/1/2014,0.069,62014,0.232,2.6,4759.0
UT,Wasatch County,1/1/2015,0.051,64423,0.228,2.6,4834.0
UT,Washington County,1/1/2014,0.07,45305,0.238,2.8,6121.0
UT,Washington County,1/1/2015,0.051,50378,0.226,2.8,6150.0
UT,Weber County,1/1/2014,0.066,54169,0.273,3.5,6490.0
UT,Weber County,1/1/2015,0.052,54055,0.281,3.5,6683.0
VA,Accomack County,1/1/2014,0.069,36957,0.355,3.2,9240.0
VA,Accomack County,1/1/2015,0.065,38064,0.35,3.2,10730.0
VA,Albemarle County,1/1/2014,0.048,70813,0.27,2.3,4206.0
VA,Albemarle County,1/1/2015,0.046,70032,0.256,2.3,3692.0
VA,Alexandria city,1/1/2014,0.046,80942,0.195,2.1,5139.0
VA,Alexandria city,1/1/2015,0.041,85562,0.204,2.1,4621.0
VA,Alleghany County,1/1/2014,0.074,44530,0.26,4.1,8481.0
VA,Alleghany County,1/1/2015,0.074,44983,0.264,4.1,9814.0
VA,Amelia County,1/1/2014,0.057,49714,0.327,4.3,7026.0
VA,Amelia County,1/1/2015,0.055,52055,0.343,4.3,8271.0
VA,Amherst County,1/1/2014,0.069,43791,0.309,2.9,8407.0
VA,Amherst County,1/1/2015,0.063,47268,0.303,2.9,8662.0
VA,Appomattox County,1/1/2014,0.072,43814,0.304,3.1,7756.0
VA,Appomattox County,1/1/2015,0.062,44062,0.311,3.1,7661.0
VA,Arlington County,1/1/2014,0.036,99255,0.193,2.2,3842.0
VA,Arlington County,1/1/2015,0.036,101533,0.175,2.2,3388.0
VA,Augusta County,1/1/2014,0.055,49773,0.276,2.8,6151.0
VA,Augusta County,1/1/2015,0.05,54834,0.283,2.8,6341.0
VA,Bedford County,1/1/2014,0.058,56910,0.258,4.2,6760.0
VA,Bedford County,1/1/2015,0.056,56888,0.269,4.2,6521.0
VA,Botetourt County,1/1/2014,0.054,60943,0.272,3.4,6060.0
VA,Botetourt County,1/1/2015,0.052,61005,0.274,3.4,5534.0
VA,Brunswick County,1/1/2014,0.106,34621,0.349,4.9,9641.0
VA,Brunswick County,1/1/2015,0.1,37800,0.336,4.9,8528.0
VA,Buchanan County,1/1/2014,0.078,32848,0.294,5.0,13001.0
VA,Buchanan County,1/1/2015,0.098,31621,0.288,5.0,12854.0
VA,Buckingham County,1/1/2014,0.078,34415,0.309,4.5,7037.0
VA,Buckingham County,1/1/2015,0.072,39538,0.324,4.5,7099.0
VA,Campbell County,1/1/2014,0.06,41193,0.317,2.8,6972.0
VA,Campbell County,1/1/2015,0.059,47982,0.306,2.8,6963.0
VA,Carroll County,1/1/2014,0.084,32777,0.31,2.5,8152.0
VA,Carroll County,1/1/2015,0.081,36218,0.303,2.5,7741.0
VA,Charles City County,1/1/2014,0.077,47828,0.356,2.9,10364.0
VA,Charles City County,1/1/2015,0.061,48394,0.355,2.9,11728.0
VA,Charlottesville city,1/1/2014,0.059,41031,0.282,1.3,7560.0
VA,Charlottesville city,1/1/2015,0.049,45320,0.271,1.3,6990.0
VA,Chesapeake city,1/1/2014,0.06,64950,0.285,2.3,6534.0
VA,Chesapeake city,1/1/2015,0.057,66516,0.298,2.3,6296.0
VA,Chesterfield County,1/1/2014,0.057,70371,0.284,3.1,5478.0
VA,Chesterfield County,1/1/2015,0.055,67454,0.272,3.1,5737.0
VA,Clarke County,1/1/2014,0.051,67922,0.298,3.4,5862.0
VA,Clarke County,1/1/2015,0.045,74384,0.301,3.4,7305.0
VA,Culpeper County,1/1/2014,0.064,59609,0.33,3.8,6480.0
VA,Culpeper County,1/1/2015,0.059,63876,0.318,3.8,6870.0
VA,Cumberland County,1/1/2014,0.068,36988,0.322,3.0,7801.0
VA,Cumberland County,1/1/2015,0.063,41799,0.329,3.0,8050.0
VA,Danville city,1/1/2014,0.106,30588,0.332,2.3,11189.0
VA,Danville city,1/1/2015,0.095,30940,0.351,2.3,12325.0
VA,Dickenson County,1/1/2014,0.092,35147,0.288,6.4,11685.0
VA,Dickenson County,1/1/2015,0.1,33386,0.287,6.4,11985.0
VA,Dinwiddie County,1/1/2014,0.065,51131,0.324,3.1,8594.0
VA,Dinwiddie County,1/1/2015,0.069,51864,0.342,3.1,8125.0
VA,Fairfax County,1/1/2014,0.042,106690,0.222,2.1,3617.0
VA,Fairfax County,1/1/2015,0.043,110658,0.195,2.1,3480.0
VA,Fairfax city,1/1/2014,0.062,86963,0.251,1.6,8652.0
VA,Fairfax city,1/1/2015,0.039,89507,0.242,1.6,5714.0
VA,Fauquier County,1/1/2014,0.047,82957,0.279,3.3,6577.0
VA,Fauquier County,1/1/2015,0.046,82705,0.255,3.3,5909.0
VA,Floyd County,1/1/2014,0.062,42211,0.278,2.9,7640.0
VA,Floyd County,1/1/2015,0.061,41652,0.294,2.9,6289.0
VA,Fluvanna County,1/1/2014,0.047,63307,0.301,2.0,5619.0
VA,Fluvanna County,1/1/2015,0.044,63117,0.282,2.0,5592.0
VA,Franklin County,1/1/2014,0.059,43427,0.29,3.6,7817.0
VA,Franklin County,1/1/2015,0.055,48070,0.288,3.6,7755.0
VA,Franklin city,1/1/2014,0.102,36078,0.34,3.0,11253.0
VA,Franklin city,1/1/2015,0.086,36326,0.344,3.0,11434.0
VA,Frederick County,1/1/2014,0.053,64027,0.293,3.3,6047.0
VA,Frederick County,1/1/2015,0.05,68166,0.307,3.3,5820.0
VA,Fredericksburg city,1/1/2014,0.085,47297,0.323,3.8,8500.0
VA,Fredericksburg city,1/1/2015,0.056,48152,0.299,3.8,6175.0
VA,Giles County,1/1/2014,0.069,44365,0.325,2.3,8529.0
VA,Giles County,1/1/2015,0.067,43504,0.344,2.3,8027.0
VA,Gloucester County,1/1/2014,0.054,57173,0.31,3.8,7485.0
VA,Gloucester County,1/1/2015,0.051,58824,0.333,3.8,7038.0
VA,Grayson County,1/1/2014,0.092,32611,0.318,5.2,8387.0
VA,Grayson County,1/1/2015,0.097,33302,0.321,5.2,7775.0
VA,Greensville County,1/1/2014,0.093,36996,0.34,3.4,8227.0
VA,Greensville County,1/1/2015,0.091,38036,0.331,3.4,7472.0
VA,Halifax County,1/1/2014,0.094,36203,0.326,3.8,9577.0
VA,Halifax County,1/1/2015,0.092,35553,0.35,3.8,8514.0
VA,Hampton city,1/1/2014,0.078,47206,0.365,3.5,8068.0
VA,Hampton city,1/1/2015,0.07,45293,0.331,3.5,7768.0
VA,Hanover County,1/1/2014,0.055,74660,0.266,3.6,5208.0
VA,Hanover County,1/1/2015,0.05,77316,0.247,3.6,5353.0
VA,Henrico County,1/1/2014,0.056,58723,0.279,2.6,6129.0
VA,Henrico County,1/1/2015,0.054,60050,0.281,2.6,5743.0
VA,Henry County,1/1/2014,0.099,34232,0.303,4.8,10581.0
VA,Henry County,1/1/2015,0.091,36066,0.308,4.8,11145.0
VA,Hopewell city,1/1/2014,0.087,39315,0.341,4.3,10558.0
VA,Hopewell city,1/1/2015,0.085,39440,0.346,4.3,10782.0
VA,Isle of Wight County,1/1/2014,0.06,64606,0.317,3.1,6296.0
VA,Isle of Wight County,1/1/2015,0.056,62495,0.299,3.1,6364.0
VA,James City County,1/1/2014,0.051,78396,0.265,3.0,4819.0
VA,James City County,1/1/2015,0.052,75806,0.245,3.0,4997.0
VA,King William County,1/1/2014,0.063,62005,0.32,1.7,7441.0
VA,King William County,1/1/2015,0.057,61183,0.32,1.7,7179.0
VA,Lee County,1/1/2014,0.083,30606,0.33,5.0,9429.0
VA,Lee County,1/1/2015,0.091,32092,0.285,5.0,9684.0
VA,Loudoun County,1/1/2014,0.042,118934,0.225,2.4,3290.0
VA,Loudoun County,1/1/2015,0.042,117680,0.223,2.4,3258.0
VA,Louisa County,1/1/2014,0.064,54836,0.34,2.6,7560.0
VA,Louisa County,1/1/2015,0.059,53170,0.34,2.6,7031.0
VA,Lunenburg County,1/1/2014,0.084,33618,0.338,3.1,8754.0
VA,Lunenburg County,1/1/2015,0.081,37712,0.301,3.1,8607.0
VA,Lynchburg city,1/1/2014,0.076,37402,0.331,2.8,6875.0
VA,Lynchburg city,1/1/2015,0.071,39918,0.29,2.8,7505.0
VA,Madison County,1/1/2014,0.047,51094,0.33,5.5,6523.0
VA,Madison County,1/1/2015,0.043,51805,0.322,5.5,6977.0
VA,Mecklenburg County,1/1/2014,0.098,37435,0.328,3.0,9415.0
VA,Mecklenburg County,1/1/2015,0.099,38439,0.335,3.0,9777.0
VA,Montgomery County,1/1/2014,0.061,42307,0.27,4.0,5589.0
VA,Montgomery County,1/1/2015,0.055,46024,0.261,4.0,5876.0
VA,New Kent County,1/1/2014,0.056,68862,0.3,4.0,6840.0
VA,New Kent County,1/1/2015,0.053,72150,0.319,4.0,6458.0
VA,Newport News city,1/1/2014,0.072,46794,0.339,4.3,8005.0
VA,Newport News city,1/1/2015,0.066,47421,0.354,4.3,7963.0
VA,Norfolk city,1/1/2014,0.079,41880,0.352,3.6,9491.0
VA,Norfolk city,1/1/2015,0.07,42949,0.346,3.6,9005.0
VA,Northampton County,1/1/2014,0.088,32138,0.298,4.2,8292.0
VA,Northampton County,1/1/2015,0.077,36211,0.305,4.2,8460.0
VA,Nottoway County,1/1/2014,0.072,36818,0.361,3.6,7758.0
VA,Nottoway County,1/1/2015,0.068,34805,0.341,3.6,9945.0
VA,Orange County,1/1/2014,0.066,58673,0.326,3.0,7230.0
VA,Orange County,1/1/2015,0.06,60829,0.328,3.0,7966.0
VA,Page County,1/1/2014,0.101,41300,0.309,3.8,7597.0
VA,Page County,1/1/2015,0.094,41070,0.306,3.8,8786.0
VA,Patrick County,1/1/2014,0.08,33818,0.292,5.7,8303.0
VA,Patrick County,1/1/2015,0.074,34654,0.296,5.7,9623.0
VA,Pittsylvania County,1/1/2014,0.073,42236,0.309,4.0,8434.0
VA,Pittsylvania County,1/1/2015,0.069,40608,0.332,4.0,8087.0
VA,Portsmouth city,1/1/2014,0.083,41699,0.401,4.4,10102.0
VA,Portsmouth city,1/1/2015,0.075,43041,0.415,4.4,10342.0
VA,Prince Edward County,1/1/2014,0.087,37636,0.338,3.8,7670.0
VA,Prince Edward County,1/1/2015,0.09,39077,0.33,3.8,8183.0
VA,Prince George County,1/1/2014,0.065,62475,0.36,2.1,5672.0
VA,Prince George County,1/1/2015,0.062,65625,0.359,2.1,6078.0
VA,Prince William County,1/1/2014,0.049,93011,0.282,2.9,4881.0
VA,Prince William County,1/1/2015,0.049,93671,0.267,2.9,4526.0
VA,Pulaski County,1/1/2014,0.065,42502,0.274,4.7,9635.0
VA,Pulaski County,1/1/2015,0.071,43555,0.315,4.7,9488.0
VA,Radford city,1/1/2014,0.077,37440,0.284,2.7,7554.0
VA,Radford city,1/1/2015,0.071,34635,0.298,2.7,8802.0
VA,Richmond County,1/1/2014,0.087,41190,0.312,4.3,7603.0
VA,Richmond County,1/1/2015,0.085,42738,0.31,4.3,9158.0
VA,Richmond city,1/1/2014,0.085,37933,0.279,3.3,10902.0
VA,Richmond city,1/1/2015,0.069,39249,0.291,3.3,10058.0
VA,Roanoke County,1/1/2014,0.052,58550,0.266,3.1,5930.0
VA,Roanoke County,1/1/2015,0.052,57663,0.282,3.1,5792.0
VA,Roanoke city,1/1/2014,0.073,37800,0.356,4.3,10179.0
VA,Roanoke city,1/1/2015,0.067,37223,0.362,4.3,9915.0
VA,Rockbridge County,1/1/2014,0.059,46909,0.279,1.4,6475.0
VA,Rockbridge County,1/1/2015,0.052,46882,0.266,1.4,5813.0
VA,Rockingham County,1/1/2014,0.053,51137,0.298,2.6,5354.0
VA,Rockingham County,1/1/2015,0.048,55636,0.284,2.6,5348.0
VA,Russell County,1/1/2014,0.088,35912,0.32,5.0,10501.0
VA,Russell County,1/1/2015,0.087,36107,0.354,5.0,10663.0
VA,Scott County,1/1/2014,0.084,36566,0.297,4.1,10984.0
VA,Scott County,1/1/2015,0.074,38336,0.335,4.1,10355.0
VA,Shenandoah County,1/1/2014,0.066,48677,0.3,2.8,6218.0
VA,Shenandoah County,1/1/2015,0.059,47874,0.267,2.8,5769.0
VA,Smyth County,1/1/2014,0.088,36235,0.314,5.6,9523.0
VA,Smyth County,1/1/2015,0.084,37475,0.305,5.6,9688.0
VA,Spotsylvania County,1/1/2014,0.05,77298,0.298,2.9,6385.0
VA,Spotsylvania County,1/1/2015,0.052,73112,0.318,2.9,6350.0
VA,Stafford County,1/1/2014,0.049,95927,0.317,3.6,5315.0
VA,Stafford County,1/1/2015,0.051,93014,0.352,3.6,4667.0
VA,Suffolk city,1/1/2014,0.068,61778,0.324,2.8,7269.0
VA,Suffolk city,1/1/2015,0.061,59468,0.312,2.8,7132.0
VA,Tazewell County,1/1/2014,0.07,34760,0.308,6.3,13169.0
VA,Tazewell County,1/1/2015,0.07,38336,0.302,6.3,13009.0
VA,Virginia Beach city,1/1/2014,0.056,61523,0.275,3.5,5718.0
VA,Virginia Beach city,1/1/2015,0.053,62509,0.276,3.5,5426.0
VA,Warren County,1/1/2014,0.059,58632,0.26,4.3,7634.0
VA,Warren County,1/1/2015,0.056,56291,0.273,4.3,7792.0
VA,Washington County,1/1/2014,0.071,43155,0.294,3.8,8424.0
VA,Washington County,1/1/2015,0.069,42242,0.317,3.8,8223.0
VA,Wise County,1/1/2014,0.077,35800,0.336,6.6,9440.0
VA,Wise County,1/1/2015,0.088,37490,0.319,6.6,11198.0
VA,Wythe County,1/1/2014,0.067,38533,0.288,3.6,8616.0
VA,Wythe County,1/1/2015,0.07,41168,0.301,3.6,7703.0
VA,York County,1/1/2014,0.051,75316,0.282,2.5,4399.0
VA,York County,1/1/2015,0.051,78327,0.283,2.5,4195.0
VT,Addison County,1/1/2014,0.046,55120,0.229,3.2,5113.0
VT,Addison County,1/1/2015,0.041,54683,0.228,3.2,5358.0
VT,Bennington County,1/1/2014,0.059,48306,0.247,3.7,6380.0
VT,Bennington County,1/1/2015,0.051,48290,0.243,3.7,6069.0
VT,Caledonia County,1/1/2014,0.064,42558,0.282,3.6,5450.0
VT,Caledonia County,1/1/2015,0.053,43011,0.279,3.6,5864.0
VT,Chittenden County,1/1/2014,0.04,62374,0.208,2.9,4118.0
VT,Chittenden County,1/1/2015,0.035,62618,0.21,2.9,4301.0
VT,Essex County,1/1/2014,0.072,35207,0.284,4.3,8589.0
VT,Essex County,1/1/2015,0.058,36140,0.274,4.3,8142.0
VT,Franklin County,1/1/2014,0.047,53436,0.292,3.5,5302.0
VT,Franklin County,1/1/2015,0.043,55912,0.29,3.5,5747.0
VT,Grand Isle County,1/1/2014,0.059,54915,0.277,3.1,5660.0
VT,Grand Isle County,1/1/2015,0.048,57559,0.268,3.1,5321.0
VT,Lamoille County,1/1/2014,0.056,49256,0.256,3.7,6119.0
VT,Lamoille County,1/1/2015,0.049,46742,0.258,3.7,5458.0
VT,Orange County,1/1/2014,0.049,49747,0.281,3.4,5828.0
VT,Orange County,1/1/2015,0.042,51348,0.275,3.4,5886.0
VT,Orleans County,1/1/2014,0.073,40764,0.298,3.7,6849.0
VT,Orleans County,1/1/2015,0.062,40522,0.299,3.7,7336.0
VT,Rutland County,1/1/2014,0.06,45168,0.282,3.6,5931.0
VT,Rutland County,1/1/2015,0.051,45757,0.285,3.6,6163.0
VT,Washington County,1/1/2014,0.048,56710,0.218,3.1,5531.0
VT,Washington County,1/1/2015,0.043,52619,0.225,3.1,5368.0
VT,Windham County,1/1/2014,0.05,49098,0.235,3.7,6177.0
VT,Windham County,1/1/2015,0.045,46642,0.225,3.7,6039.0
VT,Windsor County,1/1/2014,0.045,50094,0.24,3.3,5594.0
VT,Windsor County,1/1/2015,0.04,51218,0.227,3.3,5436.0
WA,Adams County,1/1/2014,0.088,43939,0.373,2.5,7210.0
WA,Adams County,1/1/2015,0.085,45171,0.36,2.5,5598.0
WA,Asotin County,1/1/2014,0.088,42364,0.291,3.7,6214.0
WA,Asotin County,1/1/2015,0.072,42842,0.286,3.7,6994.0
WA,Benton County,1/1/2014,0.087,58361,0.324,3.1,5500.0
WA,Benton County,1/1/2015,0.083,59264,0.32,3.1,5120.0
WA,Chelan County,1/1/2014,0.077,45730,0.268,2.8,5029.0
WA,Chelan County,1/1/2015,0.073,50033,0.258,2.8,5751.0
WA,Clallam County,1/1/2014,0.099,43482,0.274,3.8,7934.0
WA,Clallam County,1/1/2015,0.092,46531,0.281,3.8,7191.0
WA,Clark County,1/1/2014,0.104,56087,0.291,3.4,5520.0
WA,Clark County,1/1/2015,0.096,57886,0.294,3.4,5553.0
WA,Columbia County,1/1/2014,0.102,41834,0.324,3.3,6880.0
WA,Columbia County,1/1/2015,0.101,42332,0.321,3.3,6442.0
WA,Cowlitz County,1/1/2014,0.109,47714,0.367,4.1,7426.0
WA,Cowlitz County,1/1/2015,0.101,48447,0.346,4.1,7214.0
WA,Douglas County,1/1/2014,0.075,48308,0.288,3.0,5628.0
WA,Douglas County,1/1/2015,0.07,49293,0.264,3.0,4885.0
WA,Ferry County,1/1/2014,0.13,36321,0.275,3.1,10148.0
WA,Ferry County,1/1/2015,0.117,38302,0.258,3.1,8538.0
WA,Franklin County,1/1/2014,0.094,52829,0.322,2.6,5680.0
WA,Franklin County,1/1/2015,0.093,52720,0.31,2.6,5184.0
WA,Grant County,1/1/2014,0.094,45050,0.328,2.9,6637.0
WA,Grant County,1/1/2015,0.088,46065,0.334,2.9,6245.0
WA,Grays Harbor County,1/1/2014,0.125,41823,0.327,4.3,8327.0
WA,Grays Harbor County,1/1/2015,0.118,41791,0.346,4.3,8514.0
WA,Island County,1/1/2014,0.082,56459,0.262,3.4,4549.0
WA,Island County,1/1/2015,0.077,53306,0.28,3.4,4834.0
WA,Jefferson County,1/1/2014,0.094,47398,0.251,4.1,5583.0
WA,Jefferson County,1/1/2015,0.09,47709,0.253,4.1,5466.0
WA,King County,1/1/2014,0.068,68944,0.225,2.9,4736.0
WA,King County,1/1/2015,0.052,71779,0.222,2.9,4584.0
WA,Kitsap County,1/1/2014,0.074,59354,0.297,3.4,5786.0
WA,Kitsap County,1/1/2015,0.068,62516,0.303,3.4,5644.0
WA,Kittitas County,1/1/2014,0.083,43649,0.27,3.1,4135.0
WA,Kittitas County,1/1/2015,0.074,47287,0.271,3.1,4964.0
WA,Klickitat County,1/1/2014,0.096,46001,0.278,3.2,6888.0
WA,Klickitat County,1/1/2015,0.093,47960,0.258,3.2,6709.0
WA,Lewis County,1/1/2014,0.124,42993,0.324,3.4,6713.0
WA,Lewis County,1/1/2015,0.112,41325,0.315,3.4,6977.0
WA,Lincoln County,1/1/2014,0.077,46603,0.317,3.4,8000.0
WA,Lincoln County,1/1/2015,0.076,47895,0.309,3.4,6410.0
WA,Mason County,1/1/2014,0.104,48539,0.322,4.4,7114.0
WA,Mason County,1/1/2015,0.097,46886,0.322,4.4,7619.0
WA,Okanogan County,1/1/2014,0.092,38537,0.294,3.9,8255.0
WA,Okanogan County,1/1/2015,0.087,39014,0.292,3.9,8077.0
WA,Pacific County,1/1/2014,0.113,37774,0.35,4.5,9609.0
WA,Pacific County,1/1/2015,0.106,35703,0.345,4.5,9026.0
WA,Pend Oreille County,1/1/2014,0.116,40304,0.296,3.0,7850.0
WA,Pend Oreille County,1/1/2015,0.115,44882,0.282,3.0,8726.0
WA,Pierce County,1/1/2014,0.089,57542,0.314,3.6,6718.0
WA,Pierce County,1/1/2015,0.081,57619,0.314,3.6,6298.0
WA,San Juan County,1/1/2014,0.062,51224,0.185,2.7,5088.0
WA,San Juan County,1/1/2015,0.059,56667,0.175,2.7,5284.0
WA,Skagit County,1/1/2014,0.092,52886,0.278,3.9,6097.0
WA,Skagit County,1/1/2015,0.083,52525,0.277,3.9,5824.0
WA,Skamania County,1/1/2014,0.108,53669,0.318,3.3,6963.0
WA,Skamania County,1/1/2015,0.107,52967,0.31,3.3,6874.0
WA,Snohomish County,1/1/2014,0.078,67068,0.291,3.6,5235.0
WA,Snohomish County,1/1/2015,0.058,67443,0.281,3.6,5177.0
WA,Spokane County,1/1/2014,0.086,47531,0.28,3.6,6601.0
WA,Spokane County,1/1/2015,0.079,47577,0.282,3.6,6336.0
WA,Stevens County,1/1/2014,0.115,39948,0.278,3.7,7968.0
WA,Stevens County,1/1/2015,0.109,43675,0.288,3.7,7836.0
WA,Thurston County,1/1/2014,0.078,58556,0.286,3.6,5495.0
WA,Thurston County,1/1/2015,0.07,59877,0.292,3.6,5309.0
WA,Wahkiakum County,1/1/2014,0.122,49346,0.308,4.3,5645.0
WA,Wahkiakum County,1/1/2015,0.11,46659,0.318,4.3,8951.0
WA,Walla Walla County,1/1/2014,0.072,45225,0.276,2.8,6148.0
WA,Walla Walla County,1/1/2015,0.07,46294,0.271,2.8,5882.0
WA,Whatcom County,1/1/2014,0.075,51509,0.253,3.4,5118.0
WA,Whatcom County,1/1/2015,0.069,51119,0.251,3.4,4972.0
WA,Whitman County,1/1/2014,0.063,32276,0.278,3.0,4342.0
WA,Whitman County,1/1/2015,0.062,42702,0.261,3.0,4123.0
WA,Yakima County,1/1/2014,0.098,43428,0.319,3.6,7679.0
WA,Yakima County,1/1/2015,0.092,41918,0.313,3.6,6963.0
WI,Adams County,1/1/2014,0.099,42241,0.302,3.3,7413.0
WI,Adams County,1/1/2015,0.099,43814,0.284,3.3,7106.0
WI,Ashland County,1/1/2014,0.087,39134,0.305,3.9,6485.0
WI,Ashland County,1/1/2015,0.09,37909,0.28,3.9,6735.0
WI,Barron County,1/1/2014,0.076,42676,0.328,2.8,5553.0
WI,Barron County,1/1/2015,0.073,44086,0.328,2.8,5476.0
WI,Bayfield County,1/1/2014,0.103,44487,0.289,3.4,6666.0
WI,Bayfield County,1/1/2015,0.102,45466,0.273,3.4,6591.0
WI,Brown County,1/1/2014,0.063,51100,0.293,3.2,4922.0
WI,Brown County,1/1/2015,0.06,51956,0.273,3.2,5330.0
WI,Buffalo County,1/1/2014,0.057,48009,0.334,2.7,5738.0
WI,Buffalo County,1/1/2015,0.06,48418,0.302,2.7,5102.0
WI,Burnett County,1/1/2014,0.08,37336,0.305,2.4,6821.0
WI,Burnett County,1/1/2015,0.078,41388,0.28,2.4,6460.0
WI,Calumet County,1/1/2014,0.054,69658,0.31,2.5,4744.0
WI,Calumet County,1/1/2015,0.053,66657,0.291,2.5,3837.0
WI,Chippewa County,1/1/2014,0.065,49867,0.297,2.7,5900.0
WI,Chippewa County,1/1/2015,0.067,49491,0.314,2.7,5262.0
WI,Clark County,1/1/2014,0.071,43133,0.294,2.5,6353.0
WI,Clark County,1/1/2015,0.069,42477,0.324,2.5,6612.0
WI,Columbia County,1/1/2014,0.067,55986,0.333,2.5,5853.0
WI,Columbia County,1/1/2015,0.062,57613,0.348,2.5,5430.0
WI,Crawford County,1/1/2014,0.076,41968,0.291,2.6,6448.0
WI,Crawford County,1/1/2015,0.074,41598,0.279,2.6,6257.0
WI,Dane County,1/1/2014,0.047,60119,0.248,3.0,4627.0
WI,Dane County,1/1/2015,0.046,60326,0.215,3.0,4762.0
WI,Dodge County,1/1/2014,0.073,51602,0.335,3.5,5941.0
WI,Dodge County,1/1/2015,0.072,51623,0.296,3.5,5400.0
WI,Door County,1/1/2014,0.093,48055,0.309,2.6,4995.0
WI,Door County,1/1/2015,0.09,51761,0.298,2.6,5040.0
WI,Douglas County,1/1/2014,0.064,43573,0.297,2.9,6423.0
WI,Douglas County,1/1/2015,0.062,43417,0.285,2.9,6385.0
WI,Dunn County,1/1/2014,0.059,47214,0.287,1.9,5138.0
WI,Dunn County,1/1/2015,0.058,50425,0.289,1.9,5528.0
WI,Eau Claire County,1/1/2014,0.059,47895,0.288,2.0,4773.0
WI,Eau Claire County,1/1/2015,0.057,49345,0.312,2.0,5122.0
WI,Florence County,1/1/2014,0.073,44666,0.304,2.4,4678.0
WI,Florence County,1/1/2015,0.082,44139,0.306,2.4,4129.0
WI,Fond du Lac County,1/1/2014,0.066,53548,0.31,2.8,5359.0
WI,Fond du Lac County,1/1/2015,0.063,54649,0.293,2.8,5543.0
WI,Forest County,1/1/2014,0.095,39167,0.3,2.4,7717.0
WI,Forest County,1/1/2015,0.096,40153,0.313,2.4,8678.0
WI,Grant County,1/1/2014,0.058,46503,0.266,2.3,5450.0
WI,Grant County,1/1/2015,0.058,45854,0.273,2.3,5589.0
WI,Green County,1/1/2014,0.064,55154,0.283,2.2,5101.0
WI,Green County,1/1/2015,0.059,55732,0.288,2.2,5910.0
WI,Green Lake County,1/1/2014,0.076,46751,0.296,3.8,7422.0
WI,Green Lake County,1/1/2015,0.082,44184,0.288,3.8,6080.0
WI,Iowa County,1/1/2014,0.062,52754,0.282,2.9,5760.0
WI,Iowa County,1/1/2015,0.062,53186,0.284,2.9,6689.0
WI,Iron County,1/1/2014,0.116,39130,0.293,2.4,7257.0
WI,Iron County,1/1/2015,0.122,37412,0.283,2.4,7210.0
WI,Jackson County,1/1/2014,0.077,43776,0.314,6.3,6074.0
WI,Jackson County,1/1/2015,0.076,46442,0.305,6.3,5170.0
WI,Jefferson County,1/1/2014,0.073,54141,0.327,3.2,5725.0
WI,Jefferson County,1/1/2015,0.07,52399,0.304,3.2,4666.0
WI,Kenosha County,1/1/2014,0.082,54196,0.313,3.8,6676.0
WI,Kenosha County,1/1/2015,0.079,51929,0.313,3.8,6808.0
WI,Kewaunee County,1/1/2014,0.061,55361,0.315,2.8,3692.0
WI,Kewaunee County,1/1/2015,0.063,52954,0.313,2.8,3739.0
WI,La Crosse County,1/1/2014,0.053,48129,0.241,2.6,5363.0
WI,La Crosse County,1/1/2015,0.052,51324,0.225,2.6,5462.0
WI,Lafayette County,1/1/2014,0.056,46348,0.303,2.2,6664.0
WI,Lafayette County,1/1/2015,0.055,46422,0.307,2.2,5551.0
WI,Langlade County,1/1/2014,0.087,44103,0.294,3.0,5795.0
WI,Langlade County,1/1/2015,0.086,42025,0.273,3.0,6472.0
WI,Lincoln County,1/1/2014,0.095,48766,0.291,3.1,6590.0
WI,Lincoln County,1/1/2015,0.088,47721,0.308,3.1,6454.0
WI,Manitowoc County,1/1/2014,0.076,49160,0.319,2.9,5538.0
WI,Manitowoc County,1/1/2015,0.073,47835,0.296,2.9,6220.0
WI,Marathon County,1/1/2014,0.072,52725,0.284,2.3,5310.0
WI,Marathon County,1/1/2015,0.067,51830,0.278,2.3,5223.0
WI,Marinette County,1/1/2014,0.08,43064,0.296,3.5,6701.0
WI,Marinette County,1/1/2015,0.079,41446,0.33,3.5,7084.0
WI,Marquette County,1/1/2014,0.087,43423,0.295,3.5,8009.0
WI,Marquette County,1/1/2015,0.084,47760,0.301,3.5,7952.0
WI,Menominee County,1/1/2014,0.153,33925,0.403,2.2,15929.0
WI,Menominee County,1/1/2015,0.141,32769,0.392,2.2,11338.0
WI,Milwaukee County,1/1/2014,0.084,42434,0.313,3.6,8107.0
WI,Milwaukee County,1/1/2015,0.083,42058,0.312,3.6,7818.0
WI,Monroe County,1/1/2014,0.067,45790,0.289,3.3,6603.0
WI,Monroe County,1/1/2015,0.065,51411,0.304,3.3,6848.0
WI,Oconto County,1/1/2014,0.079,52156,0.294,3.8,6238.0
WI,Oconto County,1/1/2015,0.074,52800,0.304,3.8,5942.0
WI,Oneida County,1/1/2014,0.089,44621,0.274,2.8,6164.0
WI,Oneida County,1/1/2015,0.088,46773,0.301,2.8,6232.0
WI,Outagamie County,1/1/2014,0.065,58058,0.306,2.3,5016.0
